file,line,element,label,action,expectedResult,actualResult,accessibility,status,test,deviceQARequired
app/(tabs)/cycle.tsx,273,PressScale,{labels.addPeriod},"onPress={() => router.push({ pathname: '/screens/period-editor', params: { date: selectedDateString } })} | style={[styles.quickAction, { backgroundColor: isDark ? 'rgba(166,77,114,0.18)' : '#F8E7ED', borderColor: isDark ? 'rgba(217,133,165,0.30)' : LousaPalette.rose }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,281,PressScale,{labels.reviewLegacy},"onPress={() => router.push('/screens/period-review')} | style={[styles.quickAction, { backgroundColor: isDark ? 'rgba(184,135,71,0.16)' : LousaPalette.warningSoft, borderColor: isDark ? 'rgba(224,183,127,0.30)' : '#D9B88B' }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,294,PressScale,,onPress={() => changeMonth(-1)} | style={styles.monthArrow},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,298,PressScale,,onPress={() => changeMonth(1)} | style={styles.monthArrow},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,329,PressScale,,key={day.date} | onPress={() => selectDate(day.date)} | style={styles.dayCell} | haptic={false},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,383,PressScale,{labels.periodStart},onPress={() => applyCycleObservation('period_start')} | style={styles.windowPrimary},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,384,PressScale,{labels.noBleeding},"onPress={() => applyCycleObservation('no_bleeding')} | style={[styles.windowSecondary, { borderColor: colors.outlineVariant }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,419,PressScale,{labels.editDay},onPress={() => setActionSheetOpen(true)} | style={styles.emptyCycleAction},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,439,PressScale,{labels.addPeriod},"onPress={() => router.push({ pathname: '/screens/period-editor', params: { date: selectedDateString } })} | style={styles.emptyCycleAction}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,471,PressScale,{moodLabels[mood.id]},"key={mood.id} | onPress={() => wellness.setMood(selectedDateString, mood.id)} | style={[ styles.moodCard, { backgroundColor: selected ? (isDark ? 'rgba(217,133,165,0.20)' : '#F8E7ED') : (isDark ? 'rgba(255,255,255,0.04)' : '#FCF8FA'), borderColor: selected ? (isDark","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,494,PressScale,{symptomLabels[symptom.id]},"key={symptom.id} | onPress={() => wellness.toggleSymptom(selectedDateString, symptom.id)} | style={[ styles.symptomChip, { backgroundColor: selected ? (isDark ? 'rgba(184,166,217,0.17)' : '#F0ECF8') : 'transparent', borderColor: selected ? (isDark ? '#C9B8E3' : '#A993C8') : (is","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,513,TextInput,,"value={notes} | onChangeText={setNotes} | placeholder={labels.notePlaceholder} | placeholderTextColor={colors.outline} | multiline | style={[ styles.notesInput, { color: colors.onSurface, borderColor: isDark ? 'rgba(255,255,255,0.10)' : LousaPalette.line, backgroundColor: isDark ? 'rgba(255,255,255,0.04)' : '#FCF8FA',","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,532,PressScale,{labels.editDay},"onPress={() => setActionSheetOpen(true)} | style={[styles.periodButton, { borderColor: isDark ? 'rgba(255,255,255,0.11)' : LousaPalette.line }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,537,PressScale,{labels.undo},"onPress={undoLastChange} | style={[styles.periodButton, { borderColor: colors.outlineVariant }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,553,PrimaryAction,,"label={labels.save} | icon=""check"" | onPress={save}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,561,Pressable,,style={styles.modalBackdrop} | onPress={() => setActionSheetOpen(false)},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,573,PressScale,"{label} {selectedObservation?.type === type ? <MaterialSymbol name=""check_circle"" size={19} color={LousaPalette.success} /> : null}","key={type} | onPress={() => applyCycleObservation(type)} | style={[styles.sheetAction, { borderBottomColor: colors.outlineVariant }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,580,PressScale,{labels.deleteDay},onPress={removeSelectedCycleEntry} | style={styles.sheetDelete},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/cycle.tsx,585,PressScale,{labels.cancel},"onPress={() => setActionSheetOpen(false)} | style={[styles.sheetCancel, { borderColor: colors.outlineVariant }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,140,ActionButton,,"icon=""edit_calendar"" | label={copy.calendar} | onPress={() => router.push('/(tabs)/cycle')}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,146,ActionButton,,"icon=""calendar_month"" | label={copy.calendar} | onPress={() => router.push('/(tabs)/cycle')}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,156,ActionTile,,"icon=""favorite"" | label={copy.mood} | note={`${logCount} ${language === 'en' ? 'entries saved' : language === 'hy' ? 'գրառում' : 'записей'}`} | onPress={() => router.push('/(tabs)/wellness')}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,157,ActionTile,,"icon=""edit_calendar"" | label={copy.calendar} | note={language === 'en' ? 'Edit and undo records' : language === 'hy' ? 'Փոխել կամ ջնջել գրառումը' : 'Изменить или удалить запись'} | onPress={() => router.push('/(tabs)/cycle')}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,158,ActionTile,,"icon=""notifications"" | label={copy.reminder} | note={language === 'en' ? 'Private notifications' : language === 'hy' ? 'Անձնական հիշեցումներ' : 'Приватные уведомления'} | onPress={() => router.push('/screens/notifications')}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,159,ActionTile,,"icon=""monitoring"" | label={copy.patterns} | note={language === 'en' ? 'Only your own data' : language === 'hy' ? 'Միայն ձեր տվյալները' : 'Только ваши данные'} | onPress={() => router.push('/screens/analytics')}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,180,PressScale,,"key={title} | onPress={() => router.push(route as any)} | style={[styles.materialRow, index > 0 && { borderTopColor: colors.outlineVariant, borderTopWidth: StyleSheet.hairlineWidth }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,222,PressScale,{label},onPress={onPress} | style={styles.inlineAction},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/for-you.tsx,232,PressScale,{label} {note},"onPress={onPress} | style={[styles.actionTile, { borderColor: colors.outlineVariant, backgroundColor: colors.surface }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,214,PressScale,{copy.openCalendar},onPress={() => router.push('/(tabs)/cycle')} | style={styles.noDataButton},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,231,PressScale,{language === 'en' ? 'Add date' : language === 'hy' ? 'Նշել ամսաթիվը' : 'Отметить дату'},onPress={() => router.push('/screens/period-editor')} | style={styles.noDataButton},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,263,PressScale,{preparationCopy.actionLabel},onPress={() => preparationWindow.state === 'no_data' ? router.push('/screens/period-editor') : router.push('/(tabs)/box')} | style={styles.preparationPrimary},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,267,PressScale,{preparationCopy.secondaryLabel},"onPress={() => router.push('/auth/onboarding')} | style={[styles.preparationSecondary, { borderColor: colors.outlineVariant }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,289,PressScale,"{selected ? ( <Text numberOfLines={2} style={[styles.moodText, { color: colors.onBackground }]}>{copy.moods[item.id]}</Text> ) : <View style={styles.moodLabelPlaceholder} />}",key={item.id} | accessibilityLabel={copy.moods[item.id]} | onPress={() => chooseMood(item.id)} | style={styles.moodOption},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,317,PressScale,{copy.detail},onPress={() => router.push('/screens/log-state')} | style={styles.detailAction},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,326,PressScale,,onPress={() => priority.route && router.push(priority.route as any)},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,345,PressScale,{copy.insightHelpful},"onPress={() => { engagement.submitInsightFeedback(insight.id, 'helpful'); trackProductEvent('insight_feedback_submitted', { language, response: 'helpful' }).catch(() => {}); }} | style={[styles.feedbackButton, styles.feedbackPrimary]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,349,PressScale,{copy.insightNo},"onPress={() => { engagement.submitInsightFeedback(insight.id, 'not_relevant'); trackProductEvent('insight_feedback_submitted', { language, response: 'not_relevant' }).catch(() => {}); }} | style={[styles.feedbackButton, { borderColor: colors.outlineVariant }]}","Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,353,PressScale,{copy.source},onPress={() => setShowSource((value) => !value)} | style={styles.sourceButton},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/index.tsx,363,PressScale,,onPress={() => activeOrder.status === 'delivered' && !hasFeedback ? router.push('/screens/box-feedback') : router.push('/(tabs)/box')},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
app/(tabs)/lunar.tsx,147,PressScale,,onPress={() => changeMonth(-1)} | style={styles.monthArrow},"Действие соответствует подписи, не дублируется, имеет loading/error/disabled где требуется и не теряет данные.",Статически проиндексировано; route/touch/type/lint guards пройдены. Физическое касание на Android не выполнялось.,"Static 48dp/accessibility guards применены; TalkBack, focus order и реальная hit area требуют Device QA.",STATIC_PASS_DEVICE_QA_REQUIRED,verify:route-integrity; verify:touch-targets; typecheck; lint,YES
